year;site_no;trial;site;irrigation;plot;rep;date;dps;soil_moisture_30;soil_moisture_60;soil_moisture_90;PAW_30;PAW_60;PAW_90;root_yield;root_dry_matter;leaf_yield;leaf_dry_matter;LAI;n;sugar;K;Na;amino_N;soluble_Nt;NO3;betaine;invert_sugar;marc
2001;3;3_3;Suderburg;no;86211;2;7/11/2001;224;10.84;8.22;9.72;33.27;6.98;7.76;96.6;22.43;74.5;12.99;5.3;92;17.1;39.4;3.3;16.51;48.61;2.59;12.33;4.41;3.55
2001;3;3_3;Suderburg;no;86215;3;7/11/2001;224;10.97;8.34;7.98;33.77;7.51;0;95.95;22.37;76;12.23;5.4;94;17.04;39.25;3.85;13.94;40.35;2.23;11.18;4.4;3.43
2001;3;3_3;Suderburg;no;86224;4;7/11/2001;224;10.34;8.64;8.9;31.32;8.88;4.05;90.2;22.84;90.2;12.42;5.17;98;17.74;43.7;3.2;14.52;52.71;2.15;12.05;4.21;3.55
2001;3;3_4;Suderburg;yes;86251;1;26/6/2001;90;10.92;10.79;13.51;33.61;18.58;24.78;6.7;13.77;33.57;9.38;2.55;94;7.7;110.7;9.5;22.75;85.72;42.15;16.87;9.59;4.03
2001;3;3_4;Suderburg;yes;86257;2;26/6/2001;90;10.21;9.4;8.58;30.83;12.28;2.59;5.14;13.4;30.24;8.71;2.15;97;7.6;112;12.6;21.42;81.08;35.09;14.2;8.28;3.68
2001;3;3_4;Suderburg;yes;86263;3;26/6/2001;90;11;11.29;12.81;33.89;20.78;21.65;7.32;13.81;34.26;9.19;2.42;99;7.94;107.9;9.6;23.19;84.43;35.64;15.13;8.33;3.74
2001;3;3_4;Suderburg;yes;86272;4;26/6/2001;90;10.5;10.25;11.71;31.95;16.13;16.69;7.84;13.9;35.15;8.93;2.58;95;8.2;105.9;9.6;21.51;90.48;36.74;16.43;8.04;4.11
2001;3;3_4;Suderburg;yes;86252;1;24/7/2001;118;9.67;8.62;11.45;28.69;8.81;15.53;34.15;16.69;81.5;9.44;5.6;101;11.54;61.4;4.9;13.5;48.04;10.09;9.7;6.52;3.49
2001;3;3_4;Suderburg;yes;86258;2;24/7/2001;118;8.74;7.12;7.27;25.08;2.03;0;32.65;17.18;72.87;9.22;5.07;96;12.05;58.1;5.1;14.96;48.97;8.6;11.71;8.3;3.66
2001;3;3_4;Suderburg;yes;86268;3;24/7/2001;118;9.91;7.62;10.61;29.63;4.28;11.73;37.7;16.88;70.99;9.23;6.12;98;11.74;56.8;5.35;13.32;47.87;7.52;10.67;8.03;3.65
2001;3;3_4;Suderburg;yes;86271;4;24/7/2001;118;8.94;8.82;12.25;25.87;9.67;19.13;36.65;17.26;72.39;9.72;5.95;95;12.12;53.3;4.95;13.1;43.67;5.81;8.19;7.77;3.5
2001;3;3_4;Suderburg;yes;86253;1;21/8/2001;146;10.38;10.23;10.49;31.48;16.02;11.2;54.94;19.03;107.95;10.25;6.9;97;13.59;49.75;4.6;10.36;39.04;2.88;10.01;4.46;3.19
2001;3;3_4;Suderburg;yes;86260;2;21/8/2001;146;11.41;8.83;9.41;35.52;9.76;6.34;59.95;19.66;82.33;10.74;6.01;91;14.29;45.4;3.6;11.46;39.18;2.16;10.96;4.74;3.35
2001;3;3_4;Suderburg;yes;86264;3;21/8/2001;146;10.69;10.29;11.81;32.67;16.3;17.13;64.8;19.02;91.8;10.16;6.39;96;13.87;47.8;4.25;12.17;38.43;3.08;10.92;4.8;3.28
2001;3;3_4;Suderburg;yes;86270;4;21/8/2001;146;10.51;9.94;9.99;32;14.74;8.94;61.3;19.41;86.61;10.61;6.26;97;14.12;42.7;3.6;10.8;36.89;1.83;8.42;4.91;3.33
2001;3;3_4;Suderburg;yes;86254;1;18/9/2001;174;9.03;8.98;8.86;26.23;10.4;3.86;80.6;20.15;83.17;11.45;5.41;91;15.33;44.3;4.15;13.99;44.27;2.97;9.62;4.41;3.26
2001;3;3_4;Suderburg;yes;86259;2;18/9/2001;174;9.28;7.08;8.25;27.21;1.86;1.11;84.25;20.28;82.77;11.98;5.19;96;15.56;43.8;3.65;12.92;40.93;2.6;11.89;4.42;3.31
2001;3;3_4;Suderburg;yes;86266;3;18/9/2001;174;9.26;8.28;8.88;27.1;7.28;3.97;82;20.35;72.47;11.39;5.18;77;15.63;44.65;3.55;12.17;39.94;2.06;8.28;4.47;3.29
2001;3;3_4;Suderburg;yes;86269;4;18/9/2001;174;10.34;9.64;9.14;31.32;13.4;5.13;0;0;94.41;11.42;5.34;95;0;0;0;0;0;0;0;0;0
2001;3;3_4;Suderburg;yes;86255;1;16/10/2001;202;12.39;10.24;13.05;39.32;16.06;22.72;92.8;21.63;79.96;11.65;5.68;99;16.62;43.3;3.8;16.15;53.63;2.88;11.1;4.91;3.66
2001;3;3_4;Suderburg;yes;86262;2;16/10/2001;202;11.14;8.15;7.37;34.45;6.67;0;90.35;22.01;66.99;13.41;5;95;17;40.5;3.15;14.21;48.6;1.45;11.37;4.45;3.53
2001;3;3_4;Suderburg;yes;86267;3;16/10/2001;202;11.54;11.77;11.89;36;22.94;17.53;95.25;21.68;82.67;12.91;6.1;91;16.72;41.45;3.8;14.78;49;2.73;10.57;4.78;3.44
2001;3;3_4;Suderburg;yes;86273;4;16/10/2001;202;11.96;11.32;12.48;37.63;20.94;20.16;81.35;22;89.58;12.66;5.77;98;16.98;44.9;3.5;11.46;39.07;1.26;11.65;3.92;3.57
2001;3;3_4;Suderburg;yes;86256;1;7/11/2001;224;13.65;12.32;6.98;44.23;25.42;0;94.8;22.38;80.4;13.1;5.5;94;17.07;45.95;3.55;17.35;55.17;3.64;13.46;4.6;3.42
2001;3;3_4;Suderburg;yes;86261;2;7/11/2001;224;12.9;8.56;0;41.33;8.54;0;88.4;22.88;85.8;12.48;5.44;98;17.67;43.35;3.4;12.88;40.07;2.22;10.27;3.76;3.4
2001;3;3_4;Suderburg;yes;86265;3;7/11/2001;224;13.38;12.68;12.48;43.19;27.06;20.16;85.75;22.73;90.7;12.33;5.44;93;17.59;44.1;3.3;12.7;43.54;1.61;12.91;3.52;3.41
2001;3;3_4;Suderburg;yes;86274;4;7/11/2001;224;14.6;10.94;9.52;47.94;19.25;6.85;100.45;22.55;73.5;13.37;5.01;102;17.51;40.3;2.85;15.98;51.9;1.94;9;4.41;3.57
2001;4;4_2;Hamersleben;no;86301;1;26/6/2001;83;15.04;16.24;17.41;13.65;29.58;36.84;6.368;17.77;16.92;12.18;2.82;94.4;11.68;77.3;9.9;21.6;73.25;15.78;21.74;11.37;4.43
2001;4;4_2;Hamersleben;no;86309;2;26/6/2001;83;15.45;17.72;18.72;15.26;36.24;42.75;6.58;16.7;18.57;11.92;2.63;90;10.54;83.9;9.4;21.69;76.39;21.75;20.6;11.69;4.21
2001;4;4_2;Hamersleben;no;86317;3;26/6/2001;83;14.94;16.49;17.17;13.26;30.69;35.76;7.9;16.19;21.19;11.53;2.97;98;10.3;84.3;12.1;22.84;85.07;28.37;19.01;10.82;3.89
2001;4;4_2;Hamersleben;no;86324;4;26/6/2001;83;16.92;17.85;18.92;21;36.83;43.64;7.16;16.44;21.965;11.9;2.57;95;10.38;82.8;11.2;21.24;81.84;25.41;19.32;11.1;4.16
2001;4;4_2;Hamersleben;no;86302;1;24/7/2001;111;13.73;12.56;16.32;8.57;13.01;31.95;27.55;18.59;43.5;11.32;4.01;79;13.28;41.85;9.7;12.97;45.45;6.04;15.21;8.61;3.84
2001;4;4_2;Hamersleben;no;86312;2;24/7/2001;111;14.84;12.65;14.99;12.89;13.44;25.98;34.25;18.21;54.92;10.39;5.01;86;13.01;44.38;11.73;14.78;52.34;9.53;12.97;9.34;3.95
2001;4;4_2;Hamersleben;no;86315;3;24/7/2001;111;15.08;13.98;16.56;13.8;19.42;33.02;29;18.58;48.05;10.26;4.6;85;13.39;39.6;11.95;11.6;40.27;4.98;9.68;8.98;3.38
2001;4;4_2;Hamersleben;no;86325;4;24/7/2001;111;14.63;12.52;13.27;12.06;12.84;18.21;33.4;19.06;54.99;10.36;4.69;100;13.75;37.7;9.95;12.17;42.41;3.52;13.35;8.37;3.85
2001;4;4_2;Hamersleben;no;86303;1;23/8/2001;141;11.97;11.32;11.62;1.69;7.44;10.79;51.1;20.78;50.59;11.4;5.53;89;15.22;31.85;11.03;14.05;46.96;4.18;13.52;5.92;3.79
2001;4;4_2;Hamersleben;no;86311;2;23/8/2001;141;11.37;11.03;12.76;0;6.13;15.91;55.2;20.48;61.83;11.54;6.21;88;14.93;32.5;11.2;15.62;48.51;4.29;14.35;5.39;3.48
2001;4;4_2;Hamersleben;no;86313;3;23/8/2001;141;10.91;11.09;15.02;0;6.4;26.08;51.95;21.03;56.72;11.23;6.67;95;15.34;28.45;9.2;9.87;34.05;1.88;11.08;4.71;3.61
2001;4;4_2;Hamersleben;no;86320;4;23/8/2001;141;11.92;11.35;13.49;1.48;7.59;19.19;59.4;20.8;59.88;11.46;6.64;102;15.37;30.25;10.7;11.77;38.82;2.74;10.96;5.03;3.42
2001;4;4_2;Hamersleben;no;86308;1;20/9/2001;169;16.26;12.39;9.44;18.41;12.24;0.96;60.4;21.27;45.2;13.11;3.07;89;16.1;26.25;11.65;13.1;43.2;3.18;11.18;4.91;3.71
2001;4;4_2;Hamersleben;no;86316;2;20/9/2001;169;16.86;9.22;7.68;20.76;0;0;62.7;21.56;46.1;14.15;5.13;87;16.35;28.4;12.35;16.38;51.38;3.38;13.49;5.25;3.65
2001;4;4_2;Hamersleben;no;86319;3;20/9/2001;169;17.35;10.26;8.38;22.67;2.67;0;69;21.57;49.3;12.23;4.83;92;16.48;27.6;11.5;13.81;44.86;2.34;11.79;4.8;3.72
2001;4;4_2;Hamersleben;no;86330;4;20/9/2001;169;17.23;9.79;8.44;22.2;0.55;0;69.4;21.81;52.1;13.54;3.86;91;16.54;28.9;9.35;16.6;51.93;3.09;14.24;4.92;3.73
2001;4;4_2;Hamersleben;no;86305;1;18/10/2001;197;16.23;12.34;6.79;18.32;12.02;0;73.6;21.11;32.44;13.17;2.4;93;15.81;31.2;15.2;22.22;68.56;7.27;14.33;5.93;3.74
2001;4;4_2;Hamersleben;no;86307;2;18/10/2001;197;16.2;15.38;10.49;18.18;25.72;5.71;74.9;22.04;29.93;13.29;2.46;93;16.48;30.1;10.9;14.78;50.76;3.62;12.74;4.92;3.93
2001;4;4_2;Hamersleben;no;86318;3;18/10/2001;197;15.8;14.17;8.65;16.6;20.28;0;77.45;21.06;33.09;12.85;2.48;81;15.89;30.7;11.4;18.63;58.38;6.13;13.11;5.42;3.51
2001;4;4_2;Hamersleben;no;86328;4;18/10/2001;197;15.63;15.63;7.78;15.96;26.86;0;68.8;22.03;36.43;12.3;2.86;93;16.72;29.85;11.1;19.16;58.56;3.79;14.47;4.94;3.99
2001;4;4_2;Hamersleben;no;86306;1;5/11/2001;215;16.83;13.84;9.27;20.65;18.77;0.19;76.15;21.95;26;14.95;1.6;97;16.06;31.8;14.75;25.72;79.98;7.97;15.88;6.32;3.69
2001;4;4_2;Hamersleben;no;86314;2;5/11/2001;215;16.09;14.15;9.64;17.74;20.19;1.87;75.7;22.5;27.5;15.5;1.72;89;16.88;29.23;12.35;16.73;57.27;4.69;15.52;4.62;3.83
2001;4;4_2;Hamersleben;no;86322;3;5/11/2001;215;16.13;14.23;10.48;17.9;20.51;5.67;66.05;23.53;21.7;14.81;1.65;88;16.84;28.4;11.45;19.65;62.4;4.56;15.06;4.98;4.2
2001;4;4_2;Hamersleben;no;86326;4;5/11/2001;215;15.76;14.03;9.07;16.46;19.63;0;76.25;22.84;24.5;17.21;1.41;94;17.15;31.4;9.3;18.01;57.71;3.54;17.17;4.53;4.02
2001;5;5_3;Wörbzig;no;86701;1;12/6/2001;59;19.32;17.98;18.54;30.35;37.4;46.94;0.88;12.01;7.535;9.69;1.14;85;5.44;112.7;23.3;26.38;97.1;47.14;17.08;12.59;4.05
2001;5;5_3;Wörbzig;no;86720;2;12/6/2001;59;18.38;19.03;18.95;26.68;42.14;48.76;0.609;12.44;5.7;10.36;0.88;86;5.44;115.8;26.4;25.94;101.27;52;17.76;12.42;4.79
2001;5;5_3;Wörbzig;no;86730;3;12/6/2001;59;17.98;20.04;19.81;25.11;46.7;52.64;0.495;12.16;4.64;10.39;0.8;74;5.08;118.1;26.1;26.91;110.8;50.63;17.68;14.04;4.67
2001;5;5_3;Wörbzig;no;86746;4;12/6/2001;59;19.78;19.86;19.98;32.16;45.86;53.4;0.515;12.09;4.77;10.58;0.93;78;5.1;113.2;26.6;25.01;99.3;47.14;17.51;13.57;4.62
2001;5;5_3;Wörbzig;no;86702;1;27/6/2001;74;13.09;14.88;16.64;6.05;23.48;38.37;6.52;15.99;22.845;10.2;2.58;86;9.58;85.25;22.05;20.32;78.26;27.95;20.44;6.97;3.9
2001;5;5_3;Wörbzig;no;86721;2;27/6/2001;74;14.34;17.03;18.91;10.94;33.15;48.58;5.76;15.14;21.6;10.33;2.4;85;9.02;95.1;22.75;20.23;81.16;36.37;20.46;6.52;4.06
2001;5;5_3;Wörbzig;no;86728;3;27/6/2001;74;14.03;15.98;18.11;9.72;28.41;44.99;6.22;15.92;25.02;10.34;2.58;106;9.49;93.5;19.8;20.32;87.03;30.3;18.62;6.97;4.21
2001;5;5_3;Wörbzig;no;86748;4;27/6/2001;74;14.63;17.53;18.79;12.07;35.41;48.04;5.16;15.77;19.21;10.26;2.71;85;9.49;94.1;23.15;21.07;85.26;33.73;19.3;6.71;4.51
2001;5;5_3;Wörbzig;no;86703;1;10/7/2001;87;19.57;15.65;15.66;31.33;26.92;33.98;17.7;15.98;47.2;9.36;4.88;87;10.32;50;22.45;13.32;52.84;13.96;14.67;7.65;3.55
2001;5;5_3;Wörbzig;no;86719;2;10/7/2001;87;22.43;17.97;16.23;42.48;37.38;36.54;16.15;14.78;50.83;8.44;4.93;75;9.58;59.85;24.8;13.23;62.18;22.31;16.13;7.29;3.56
2001;5;5_3;Wörbzig;no;86727;3;10/7/2001;87;23.46;19.58;17.61;46.49;44.62;42.75;14.6;15.39;41.7;9.29;4.27;81;9.98;54.5;22.63;13.65;58.24;19.89;10.62;7.88;3.88
2001;5;5_3;Wörbzig;no;86747;4;10/7/2001;87;21.23;20.36;18.43;37.81;48.1;46.45;14;15.83;42.39;10.3;3.89;78;10.06;58.05;23.8;14.56;59.78;21.26;15.16;7.15;4.05
2001;5;5_3;Wörbzig;no;86704;1;25/7/2001;102;16.32;16.36;13.08;18.63;30.14;22.34;33.35;16.86;55.9;9.35;5.96;86;11.62;53.05;21.7;13.41;54.05;16.87;11.48;7.1;3.33
2001;5;5_3;Wörbzig;no;86723;2;25/7/2001;102;17.31;17.68;16.75;22.52;36.07;38.89;30.25;16.53;64.71;9.01;5.31;76;11.45;54.6;23.68;13.08;55.29;19.89;12.34;6.71;3.5
2001;5;5_3;Wörbzig;no;86729;3;25/7/2001;102;15.64;17.9;15.61;15.99;37.07;33.76;28.35;16.85;57.35;8.97;5.32;82;11.35;56.7;19.7;13.76;56.59;19.63;12.4;7.43;3.57
2001;5;5_3;Wörbzig;no;86745;4;25/7/2001;102;16.29;17.78;17.09;18.55;36.53;40.39;29.6;16.54;59.45;9.04;4.96;68;11.28;53.75;23.85;12.04;50.5;18.77;11.06;6.39;3.52
2001;5;5_3;Wörbzig;no;86705;1;7/8/2001;115;12.23;14.09;13.49;2.7;19.91;24.22;44.9;18.8;75.39;9.7;5.82;81;13.23;49.95;20.65;16.82;58.84;13.3;12.88;7.35;3.41
2001;5;5_3;Wörbzig;no;86724;2;7/8/2001;115;12.83;14.26;15.21;5.02;20.67;31.94;37.7;18.55;69.3;10.39;4.35;81;13.31;44.4;22.3;13.41;46.28;9.69;12.77;7.02;3.58
2001;5;5_3;Wörbzig;no;86725;3;7/8/2001;115;13.55;15.82;14.1;7.86;27.68;26.94;33.05;19.96;56.29;11.4;4.41;76;14.32;42.6;15.75;14.3;40.75;6.9;11.98;7.35;3.86
2001;5;5_3;Wörbzig;no;86744;4;7/8/2001;115;15.34;14.81;15.08;14.84;23.13;31.36;39.3;18.98;74.85;10.32;5.18;86;13.56;45.85;19.6;15.31;49.76;9.87;12.44;7.4;3.79
2001;5;5_3;Wörbzig;no;86706;1;22/8/2001;130;10.69;12.73;10.51;0;13.79;10.8;39.4;21.88;59.29;13.41;4.67;79;15.99;44.25;19.75;23.41;66.95;9;15.08;7.42;3.54
2001;5;5_3;Wörbzig;no;86722;2;22/8/2001;130;11.1;13.94;12.17;0;19.23;18.26;40.7;21.76;59.36;11.48;5.25;71;16.04;40.75;18.55;18.19;53.93;6.23;15.12;6.63;3.82
2001;5;5_3;Wörbzig;no;86726;3;22/8/2001;130;11.68;13.75;10.6;0.53;18.36;11.22;38.85;22.16;50.89;13.84;4.09;68;16.38;43.3;19.45;22.04;63.94;8.04;16.44;8.07;3.5
2001;5;5_3;Wörbzig;no;86743;4;22/8/2001;130;10.85;12.36;11.43;0;12.12;14.92;41.25;21.95;60.72;12.81;4.85;76;16.19;46.35;21.4;22.84;67.24;9.27;14.79;7.68;3.8
2001;5;5_3;Wörbzig;no;86707;1;4/9/2001;143;13.18;10.78;7.83;6.41;5.03;0;45.5;22.46;46.38;15.39;3.94;81;16.87;37.65;13.85;22.93;65.69;5.54;15.74;7.22;3.59
2001;5;5_3;Wörbzig;no;86714;2;4/9/2001;143;15.89;13.05;10.22;16.96;15.21;9.47;46.5;22.37;51.1;15.39;4.45;86;16.77;33.9;15.2;18.63;55.91;3.78;15.78;6.6;3.82
2001;5;5_3;Wörbzig;no;86736;3;4/9/2001;143;16.74;12.77;0;20.29;13.94;0;44.8;21.99;57.6;15.42;4.43;89;16.2;34;11.3;19.08;57.28;3.58;14.13;6.26;4.06
2001;5;5_3;Wörbzig;no;86742;4;4/9/2001;143;15.36;11.36;9.05;14.92;7.62;4.21;49.65;21.25;57.8;13.83;4.89;79;15.69;39.15;15.05;20.54;61.15;7.18;14.73;6.25;3.68
2001;5;5_3;Wörbzig;no;86708;1;19/9/2001;158;15.49;9.47;6.8;15.42;0;0;55.65;21.62;50.2;14.46;3.92;79;15.85;34.4;14.35;17.66;58.15;6.81;13.75;7.28;4
2001;5;5_3;Wörbzig;no;86715;2;19/9/2001;158;15.93;9.84;5.24;17.12;0.79;0;58.6;22.15;49.7;13.96;4.62;96;16.44;35.35;9.3;13.85;53.41;3.33;13.21;5.75;4.09
2001;5;5_3;Wörbzig;no;86734;3;19/9/2001;158;17.02;13.82;7.2;21.38;18.7;0;58.15;21.89;51.3;13.79;4.65;77;16.37;36.65;13.25;13.32;44.7;5.57;13.64;5.54;4.08
2001;5;5_3;Wörbzig;no;86741;4;19/9/2001;158;16.22;13.64;9.29;18.28;17.9;5.28;60.1;21.74;45.8;13.89;4.29;78;16.03;36.75;12.6;16.55;51.6;6.02;14.3;6.46;4.31
2001;5;5_3;Wörbzig;no;86709;1;2/10/2001;171;23.16;18.62;12.21;45.33;40.3;18.47;66.1;21.99;52.6;13.09;4.25;80;16.04;35.67;13.4;14.19;52.87;6.48;13.18;6.51;4.13
2001;5;5_3;Wörbzig;no;86713;2;2/10/2001;171;22.36;17.94;8.58;42.19;37.22;2.12;61.7;22.2;48.7;13.62;3.47;78;16.37;34.6;13.15;14.12;52.34;5.43;14.11;5.86;4.26
2001;5;5_3;Wörbzig;no;86735;3;2/10/2001;171;22.32;17.25;10.92;42.05;34.1;12.65;63.8;22.65;52.07;14.07;4.48;81;16.02;36.4;11.1;13.59;48.91;5.96;13.72;5.32;4.79
2001;5;5_3;Wörbzig;no;86740;4;2/10/2001;171;22.24;18.93;11.59;41.73;41.67;15.66;64.05;22.54;55.53;13.35;4.41;80;16.15;36.9;11.7;13.54;49.23;6.05;14.36;6.4;4.51
2001;5;5_3;Wörbzig;no;86710;1;17/10/2001;186;18.49;17.4;11.29;27.11;34.81;14.33;67.65;22.63;48.4;13.04;4.38;77;16.98;35.33;11.6;12.69;49.8;5.12;15.08;5.68;4.09
2001;5;5_3;Wörbzig;no;86717;2;17/10/2001;186;18.92;18.18;10.68;28.8;38.29;11.54;71.5;22.68;53.81;13.15;4.41;88;16.86;36.8;9.3;16.24;53.05;5.33;15.12;6.31;4.31
2001;5;5_3;Wörbzig;no;86731;3;17/10/2001;186;18.26;17.3;9.28;26.23;34.35;5.28;62.8;23.17;51.36;13.92;4.25;89;16.9;38.4;11.55;13.81;48.2;5.51;14.01;7.32;4.11
2001;5;5_3;Wörbzig;no;86738;4;17/10/2001;186;18.56;18.54;10.45;27.37;39.91;10.52;63.95;22.89;51.4;13.47;4.51;77;17.03;35.35;10.15;13.41;47.58;6.11;13.62;5.2;4.26
2001;5;5_3;Wörbzig;no;86711;1;30/10/2001;199;22.76;21.67;14.58;43.75;54.02;29.09;65.6;23.11;51.7;14.01;3.63;74;17.65;36.25;9.55;12.44;51.05;4.69;15.35;4.78;3.89
2001;5;5_3;Wörbzig;no;86718;2;30/10/2001;199;23.4;21.62;15.59;46.27;53.78;33.65;66.65;23.46;49.1;14.56;3.89;84;17.92;38.15;7.8;14.25;50.28;4.76;17.02;5.49;3.94
2001;5;5_3;Wörbzig;no;86733;3;30/10/2001;199;23.24;22.03;15.9;45.65;55.62;35.06;65.95;23.68;54;15.01;3.63;85;18.13;37.8;8.8;14.65;49.27;4.36;13.72;5.19;4.1
2001;5;5_3;Wörbzig;no;86737;4;30/10/2001;199;23.65;21.69;18.06;47.22;54.08;44.79;66.1;22.99;44.8;14.65;3.44;85;17.45;35.23;11.73;12.41;55.82;5.33;14.42;5.65;4.24
2001;5;5_4;Wörbzig;yes;86801;1;10/7/2001;87;0;0;0;0;0;0;16.8;15.6;51.67;9.01;5.14;75;10.14;62.4;20.25;14.96;60.87;22.13;14.73;7.22;3.61
2001;5;5_4;Wörbzig;yes;86819;2;10/7/2001;87;0;0;0;0;0;0;18.3;14.77;56.97;8.86;5.62;81;9.67;57.8;19.75;14.07;55.52;23.99;12.6;6.82;3.74
2001;5;5_4;Wörbzig;yes;86824;3;10/7/2001;87;0;0;0;0;0;0;17.7;15.94;64.45;9.21;5.72;86;10.45;53;20.65;13.1;47.92;19.56;13.37;6.78;3.09
2001;5;5_4;Wörbzig;yes;86837;4;10/7/2001;87;0;0;0;0;0;0;19.45;15.2;62.05;8.36;5.44;92;9.51;57.78;24.55;13.1;57.12;29.29;13.72;6.67;3.85
2001;5;5_4;Wörbzig;yes;86802;1;25/7/2001;102;16.44;16.28;15.64;19.12;29.75;33.88;29.15;16.88;68;7.51;5.63;74;11.41;54.4;17.4;13.81;50.98;16.95;11.79;7.15;3.55
2001;5;5_4;Wörbzig;yes;86814;2;25/7/2001;102;16.15;20.65;18.64;17.97;49.42;47.4;31.05;17.01;69.4;8.45;5.53;76;11.76;49.45;18.65;12.53;49.75;16.16;12.13;7.63;3.52
2001;5;5_4;Wörbzig;yes;86826;3;25/7/2001;102;20.66;19.39;19.26;35.56;43.76;50.19;29.45;15.87;69.8;7.79;4.78;67;10.94;57.2;20.93;12.7;50.05;26.39;9.74;6.94;3.51
2001;5;5_4;Wörbzig;yes;86840;4;25/7/2001;102;20.15;19.3;20.34;33.58;43.34;55.04;26.75;16.56;70.7;7.16;6.25;70;11.44;49.25;23.45;12.08;48.34;20.7;9.01;7.52;3.87
2001;5;5_4;Wörbzig;yes;86803;1;7/8/2001;115;12.92;14.41;12.39;5.39;21.35;19.24;36.5;18.65;80.34;10.03;5.74;80;13.57;46.35;14.2;13.19;39.13;7.59;11.25;6.72;3.41
2001;5;5_4;Wörbzig;yes;86816;2;7/8/2001;115;16.19;14.08;13.15;18.16;19.85;22.65;43.2;17.57;84.28;9.9;5.75;77;12.61;46.05;15.65;12.48;45.78;10.79;7.71;6.6;3.43
2001;5;5_4;Wörbzig;yes;86830;3;7/8/2001;115;13.17;12.2;11.53;6.36;11.38;15.39;37.25;18.04;87.16;9.61;5.32;84;12.9;41.55;13.55;12.57;37.23;9.27;8.76;6.42;3.54
2001;5;5_4;Wörbzig;yes;86834;4;7/8/2001;115;15.48;15.12;13.96;15.36;24.53;26.32;41.5;18.59;76.45;10.57;3.97;93;13.45;42.55;15.6;12.35;45.76;5.81;11.93;6.72;3.65
2001;5;5_4;Wörbzig;yes;86804;1;22/8/2001;130;15.74;14.24;12.4;16.38;20.58;19.28;50;20.17;66.09;11.78;6.13;81;14.51;38.05;9.45;13.06;39.26;3.46;13.84;5.8;3.45
2001;5;5_4;Wörbzig;yes;86818;2;22/8/2001;130;17.05;12.09;9.7;21.49;10.93;7.16;53.75;19.7;78.64;10.93;5.81;83;14.05;38.75;11.7;16.86;48.09;6.39;9.05;6.49;3.54
2001;5;5_4;Wörbzig;yes;86821;3;22/8/2001;130;16.39;15.4;12.95;18.93;25.78;21.79;50.85;19.4;70.67;11.81;5.77;80;14.35;37;12.15;11.77;39.57;4.39;9.88;6.22;3.53
2001;5;5_4;Wörbzig;yes;86839;4;22/8/2001;130;18.27;14.6;10.47;26.26;22.2;10.63;45.75;19.56;77.13;11.21;5.58;79;14.36;38.7;13.05;14.34;44.53;5.62;11.01;6.74;3.49
2001;5;5_4;Wörbzig;yes;86805;1;4/9/2001;143;16.62;12.42;12.43;19.81;12.37;19.44;57.9;20.36;65.85;11.72;6.55;84;15.19;39.25;10.3;13.37;43.11;2.97;12.54;5.89;3.5
2001;5;5_4;Wörbzig;yes;86817;2;4/9/2001;143;15.96;9.37;7.66;17.23;0;0;60.3;20.04;77.51;12.96;6.25;85;14.91;35.95;12.05;12.7;39.86;3.76;8.98;5.8;3.66
2001;5;5_4;Wörbzig;yes;86829;3;4/9/2001;143;18.32;11.24;7.86;26.47;7.07;0;53.55;20.19;73.14;12.23;5.83;85;14.91;36.85;8.85;13.37;37.81;3.46;13.44;5.62;3.78
2001;5;5_4;Wörbzig;yes;86832;4;4/9/2001;143;14.42;13.88;9.65;11.24;18.94;6.94;54.85;20.83;56.45;12.53;5.36;80;15.44;36.65;10.9;11.64;37.67;2.56;12.88;5.35;3.75
2001;5;5_4;Wörbzig;yes;86806;1;19/9/2001;158;16.32;11.83;4.25;18.66;9.75;0;67;20.55;70;12.77;4.97;69;15.47;43;10.05;13.54;42.67;4.49;10.63;5.64;3.53
2001;5;5_4;Wörbzig;yes;86812;2;19/9/2001;158;16.7;15.35;8.41;20.13;25.56;1.34;60.45;20.84;68.3;13.4;4.34;72;15.89;39.1;10.1;10.36;36.48;3.03;11.76;5.05;3.64
2001;5;5_4;Wörbzig;yes;86825;3;19/9/2001;158;15.94;12.79;5.86;17.17;14.05;0;52.2;21.31;56.3;13.31;4.12;72;16.03;36.5;8.3;10.14;29.57;2.78;12.3;6.22;4.38
2001;5;5_4;Wörbzig;yes;86838;4;19/9/2001;158;15.59;11.68;5.17;15.79;9.06;0;59.15;20.85;70.4;12.61;4.78;83;15.66;39.1;10;13.63;43.19;5.27;11.92;5.54;3.83
2001;5;5_4;Wörbzig;yes;86807;1;2/10/2001;171;21.7;16.57;11.06;39.63;31.08;13.28;77.15;22.26;67.7;11.54;5.04;80;16.03;38.55;7.7;14.74;43.43;4.69;13.14;5.49;4.14
2001;5;5_4;Wörbzig;yes;86815;2;2/10/2001;171;21.61;17.11;10.98;39.27;33.5;12.91;67;22.13;57.8;13.19;4.35;84;16.47;37.25;8.6;11.75;37.61;4.08;10.54;5.46;4.38
2001;5;5_4;Wörbzig;yes;86828;3;2/10/2001;171;21.94;17.34;11.76;40.55;34.54;16.42;70.95;21.65;66;12.28;5.3;83;16.16;38.3;9;15.8;47.4;7.21;13.64;6.47;4.22
2001;5;5_4;Wörbzig;yes;86831;4;2/10/2001;171;22.66;19.57;14.72;43.38;44.57;29.73;68.2;21.88;52.43;12.2;4.77;74;16.3;40.4;8.45;12.88;38.75;4.47;14.28;5.48;4.03
